subject,general white matter,general grey matter,general csf,cerebellum,brainstem,thalamus,putamen+pallidum,hippocampus+amygdala
T1.mgz,0.8324,0.7144,0.8614,0.8583,0.8851,0.8572,0.8644,0.8394
